기간,Dubai,Brent,WTI
21년02월11일,424.96,429.17,408.82
21년02월12일,,438.23,417.45
21년02월15일,436.26,441.98,
21년02월16일,432.26,439.54,416.65
21년02월17일,434.39,445.04,422.90
21년02월18일,440.75,445.42,421.66
21년02월19일,423.05,437.52,412.00
21년02월22일,426.72,454.30,428.19
21년02월23일,442.22,454.96,429.21
21년02월24일,439.40,468.39,441.70
21년02월25일,456.62,467.02,443.63
21년02월26일,448.21,461.04,428.76
21년03월01일,447.79,444.03,422.76
21년03월02일,433.31,442.41,421.59
21년03월03일,433.33,451.88,432.20
21년03월04일,445.74,471.38,450.82
21년03월05일,470.14,491.32,468.16
21년03월08일,485.33,484.76,462.10
21년03월09일,472.48,480.45,455.48
21년03월10일,468.68,487.34,462.51
21년03월11일,479.42,499.59,473.68
21년03월12일,485.72,495.16,469.34
21년03월15일,485.39,489.87,465.05
21년03월16일,474.83,488.62,462.97
21년03월17일,474.20,484.38,460.16
21년03월18일,464.79,450.48,427.13
21년03월19일,439.63,456.09,434.11
21년03월22일,449.77,460.02,438.17
21년03월23일,448.29,432.57,411.00
21년03월24일,432.65,456.99,434.07
21년03월25일,445.10,441.68,417.51
21년03월26일,442.81,460.64,434.96
21년03월29일,449.27,462.58,438.24
21년03월30일,454.86,456.56,431.01
21년03월31일,451.73,453.01,421.78
21년04월01일,438.19,462.06,437.76
21년04월05일,439.06,440.76,415.94
21년04월06일,435.13,445.06,420.87
21년04월07일,429.99,446.09,422.15
21년04월08일,430.03,443.79,418.51
21년04월09일,428.73,442.87,417.33
21년04월12일,429.35,444.67,419.51
21년04월13일,435.48,450.26,425.57
21년04월14일,443.11,471.59,447.29
21년04월15일,452.02,471.53,447.01
21년04월16일,457.77,469.36,443.78
21년04월19일,455.85,471.46,445.65
21년04월20일,462.37,468.21,439.16
21년04월21일,446.17,457.45,429.64
21년04월22일,437.51,459.65,431.75
21년04월23일,441.86,464.18,436.31
21년04월26일,438.94,462.03,435.71
21년04월27일,443.33,465.40,441.02
21년04월28일,444.15,470.00,446.18
21년04월29일,455.54,479.75,454.91
21년04월30일,454.63,468.42,442.86
21년05월03일,449.32,471.52,450.09
21년05월04일,463.46,484.93,462.47
21년05월05일,477.05,485.50,462.05
21년05월06일,473.65,480.14,456.31
21년05월07일,466.52,483.37,459.44
21년05월10일,470.75,481.89,457.91
21년05월11일,459.48,480.58,457.66
21년05월12일,468.52,487.94,465.14
21년05월13일,,473.82,450.99
21년05월14일,464.09,488.62,464.87
21년05월17일,477.20,493.47,470.81
21년05월18일,487.52,489.66,466.71
21년05월19일,471.13,475.05,451.53
21년05월20일,463.47,464.04,442.23
21년05월21일,450.43,473.15,452.78
21년05월24일,469.65,485.25,468.17
21년05월25일,477.82,486.90,468.60
21년05월26일,,486.38,467.59
21년05월27일,467.25,488.71,470.35
21년05월28일,474.03,489.64,466.37
21년05월31일,476.90,486.59,
21년06월01일,483.96,492.02,474.30
21년06월02일,481.90,496.80,479.26
21년06월03일,488.65,498.00,480.54
21년06월04일,490.22,502.73,486.86
21년06월07일,492.24,502.50,486.61
21년06월08일,484.64,504.77,489.60
21년06월09일,498.34,505.90,490.07
21년06월10일,496.26,508.96,493.31
21년06월11일,499.20,509.79,497.31
21년06월14일,503.30,509.24,495.40
21년06월15일,504.11,519.56,506.43
21년06월16일,511.70,523.02,507.27
21년06월17일,508.63,513.77,499.43
21년06월18일,504.27,522.25,508.96
21년06월21일,511.25,533.39,524.56
21년06월22일,517.90,534.26,521.76
21년06월23일,523.02,535.55,520.52
21년06월24일,526.64,539.71,523.57
21년06월25일,524.80,544.23,529.02
21년06월28일,524.55,530.23,517.66
21년06월29일,517.24,530.80,518.16
21년06월30일,517.93,533.99,522.19
21년07월01일,524.66,538.80,534.47
21년07월02일,527.62,542.44,535.24
21년07월05일,532.91,550.60,
21년07월06일,539.47,529.87,521.62
21년07월07일,521.74,522.74,513.98
21년07월08일,505.38,530.36,521.91
21년07월09일,525.22,543.34,536.22
21년07월12일,531.16,542.86,535.20
21년07월13일,536.19,551.55,542.61
21년07월14일,538.17,538.46,526.72
21년07월15일,522.60,531.57,518.41
21년07월16일,519.24,529.39,516.58
21년07월19일,514.47,492.51,476.72
21년07월20일,,499.76,485.85
21년07월21일,497.15,522.92,508.95
21년07월22일,516.95,534.03,520.42
21년07월23일,523.06,536.46,521.76
21년07월26일,517.61,538.65,519.92
21년07월27일,529.65,540.24,519.71
21년07월28일,526.83,540.72,523.71
21년07월29일,535.18,552.39,534.74
21년07월30일,533.34,550.87,533.70
21년08월02일,528.91,526.09,514.33
21년08월03일,520.61,524.45,511.05
21년08월04일,516.56,509.39,493.25
21년08월05일,495.84,513.78,497.93
21년08월06일,508.65,508.51,491.10
21년08월09일,,496.05,477.65
21년08월10일,496.28,508.67,491.82
21년08월11일,504.01,516.08,500.26
21년08월12일,512.31,518.05,501.93
21년08월13일,510.47,514.55,498.88
21년08월16일,502.24,506.68,490.50
21년08월17일,502.79,507.05,489.12
21년08월18일,506.80,504.22,483.75
21년08월19일,482.03,490.14,469.79
21년08월20일,482.92,481.51,460.39
21년08월23일,489.15,508.84,485.82
21년08월24일,507.30,524.66,498.74
21년08월25일,511.98,530.79,502.21
21년08월26일,514.41,521.45,494.67
21년08월27일,519.89,534.14,505.05
21년08월30일,523.82,540.61,509.68
21년08월31일,521.39,534.57,501.69
21년09월01일,515.12,523.60,501.66
21년09월02일,507.79,531.74,509.61
21년09월03일,519.80,529.64,505.43
21년09월06일,509.08,525.30,
21년09월07일,512.10,521.85,497.54
21년09월08일,508.21,528.75,504.72
21년09월09일,517.48,523.34,499.10
21년09월10일,521.44,536.68,513.12
21년09월13일,528.05,541.16,518.63
21년09월14일,533.95,543.63,520.43
21년09월15일,532.77,556.37,535.35
21년09월16일,538.66,557.68,535.13
21년09월17일,537.25,554.01,529.23
21년09월20일,530.41,543.57,516.88
21년09월21일,536.07,546.81,518.86
21년09월22일,539.01,560.26,531.14
21년09월23일,548.93,572.19,542.93
21년09월24일,555.75,580.42,549.88
21년09월27일,563.09,587.93,557.76
21년09월28일,572.03,584.97,556.87
21년09월29일,562.80,584.66,556.33
21년09월30일,565.82,585.20,559.19
21년10월01일,564.18,591.01,565.67
21년10월04일,575.28,605.78,578.64
21년10월05일,594.18,616.51,589.40
21년10월06일,601.44,605.40,578.15
21년10월07일,579.41,613.39,586.07
21년10월08일,608.16,616.84,594.08
21년10월11일,614.15,626.28,602.84
21년10월12일,616.05,626.18,605.31
21년10월13일,614.16,627.36,606.70
21년10월14일,618.45,631.38,611.16
21년10월15일,620.29,634.27,614.98
21년10월18일,624.11,627.39,613.33
21년10월19일,619.28,634.57,618.76
21년10월20일,613.65,637.88,623.39
21년10월21일,614.62,625.64,610.04
21년10월22일,610.66,632.55,619.46
21년10월25일,625.35,637.36,620.83
21년10월26일,618.68,636.81,623.91
21년10월27일,612.25,620.47,606.39
21년10월28일,601.81,619.52,608.42
21년10월29일,608.53,621.87,615.90
21년11월01일,603.17,623.18,618.33
21년11월02일,616.39,626.83,620.83
21년11월03일,605.48,606.21,597.86
21년11월04일,,598.33,585.48
21년11월05일,589.91,614.10,603.19
21년11월08일,611.22,621.95,610.77
21년11월09일,612.62,631.54,626.84
21년11월10일,622.39,612.53,602.89
21년11월11일,607.86,615.59,606.08
21년11월12일,607.83,612.30,602.02
21년11월15일,600.17,608.77,600.09
21년11월16일,608.42,611.90,599.51
21년11월17일,601.06,595.64,581.40
21년11월18일,585.60,604.81,588.21
21년11월19일,600.63,585.77,565.06
21년11월22일,583.76,593.29,571.33
21년11월23일,586.06,614.74,586.29
21년11월24일,612.15,615.07,586.20
21년11월25일,608.81,614.64,
21년11월26일,579.04,544.17,509.97
21년11월29일,564.06,551.08,524.89
21년11월30일,539.56,529.72,496.77
21년12월01일,531.38,514.49,489.84
21년12월02일,513.22,517.23,493.69
21년12월03일,524.21,517.47,490.66
21년12월06일,519.82,541.76,515.15
21년12월07일,545.15,561.68,536.44
21년12월08일,548.53,563.31,537.61
21년12월09일,551.11,550.66,524.91
21년12월10일,536.97,554.84,529.14
21년12월13일,549.21,551.29,528.31
21년12월14일,544.15,546.45,524.43
21년12월15일,536.09,550.01,527.61
21년12월16일,547.42,559.73,540.03
21년12월17일,546.10,547.29,527.49
21년12월20일,522.30,532.81,508.30
21년12월21일,528.05,553.64,532.24
21년12월22일,543.79,564.25,545.29
21년12월23일,551.00,575.80,552.87
21년12월24일,555.49,568.71,
21년12월27일,,586.54,563.93
21년12월28일,570.55,588.98,566.89
21년12월29일,574.07,591.39,571.46
21년12월30일,576.49,592.01,574.62
21년12월31일,575.59,580.52,561.34
22년01월03일,573.27,588.93,567.30
22년01월04일,580.55,599.20,576.65
22년01월05일,588.94,606.97,584.81
22년01월06일,594.11,617.92,598.85
22년01월07일,607.78,616.83,595.33
22년01월10일,607.76,611.62,591.65
22년01월11일,603.60,631.91,613.04
22년01월12일,617.88,636.52,621.26
22년01월13일,620.90,632.20,614.61
22년01월14일,625.92,643.18,626.44
22년01월17일,634.34,645.99,
22년01월18일,649.30,656.28,640.68
22년01월19일,645.88,661.36,650.29
22년01월20일,647.30,662.52,651.43
22년01월21일,637.48,658.08,637.48
22년01월24일,650.99,647.68,625.46
22년01월25일,637.42,662.50,642.97
22년01월26일,653.73,677.76,658.10
22년01월27일,661.05,672.64,652.09
22년01월28일,662.36,680.89,656.62
22년01월31일,668.49,689.82,666.68
22년02월01일,,674.31,667.05
22년02월02일,,676.66,667.51
22년02월03일,663.27,690.95,684.58
22년02월04일,684.03,707.16,699.88
22년02월07일,685.89,699.32,688.98
22년02월08일,682.14,684.85,674.14
22년02월09일,673.47,689.74,675.50
22년02월10일,681.56,687.65,676.14
22년02월11일,678.92,710.45,700.36
22년02월14일,699.61,727.98,720.28
22년02월15일,701.33,703.07,693.95
22년02월16일,698.06,714.72,706.05
22년02월17일,691.86,699.91,690.80
22년02월18일,679.93,704.32,685.72
22년02월21일,690.29,717.83,
22년02월22일,721.41,727.65,693.91
22년02월23일,703.74,727.71,692.09
22년02월24일,739.62,742.92,695.91
22년02월25일,723.03,738.79,690.96
22년02월28일,732.73,763.98,724.11
22년03월01일,746.73,794.08,782.28
22년03월02일,834.52,856.36,838.69
22년03월03일,884.13,837.21,816.07
22년03월04일,823.98,894.16,875.76
22년03월07일,953.98,938.89,909.85
22년03월08일,947.96,986.43,953.44
22년03월09일,985.50,856.63,837.82
22년03월10일,895.52,848.94,823.23
22년03월11일,853.91,870.76,844.95
22년03월14일,851.75,828.65,798.50
22년03월15일,777.35,778.37,751.33
22년03월16일,800.70,765.55,742.28
22년03월17일,786.91,832.00,803.45
22년03월18일,818.57,828.63,803.83
22년03월21일,836.50,880.76,854.10
22년03월22일,848.83,881.58,853.18
22년03월23일,858.90,934.19,882.95
22년03월24일,881.77,907.93,856.90
22년03월25일,858.49,925.37,873.60
22년03월28일,848.06,861.93,811.97
22년03월29일,837.10,849.82,803.64
22년03월30일,832.01,870.94,827.72
22년03월31일,820.30,821.82,763.71
22년04월01일,773.78,794.95,755.96
22년04월04일,778.99,822.51,790.00
22년04월05일,806.16,816.11,780.29
22년04월06일,791.62,770.87,733.96
22년04월07일,746.94,771.25,736.36
22년04월08일,752.17,787.73,753.09
22년04월11일,751.71,758.18,725.92
22년04월12일,760.50,810.87,779.57
22년04월13일,796.79,846.10,810.87
22년04월14일,817.62,862.56,825.88
22년04월18일,836.47,875.54,837.24
22년04월19일,842.80,831.64,795.27
22년04월20일,819.93,829.56,798.10
22년04월21일,826.13,842.94,807.61
22년04월22일,816.88,829.40,793.78
22년04월25일,778.83,799.14,769.61
22년04월26일,781.04,823.56,797.75
22년04월27일,809.12,826.94,801.03
22년04월28일,816.96,854.78,837.06
22년04월29일,841.32,873.01,835.89
22년05월02일,,856.26,837.07
22년05월03일,,835.75,815.36
22년05월04일,833.53,876.84,858.29
22년05월05일,849.13,882.89,861.87
22년05월06일,855.72,891.99,871.20
22년05월09일,864.48,848.07,825.25
22년05월10일,826.80,821.43,799.79
22년05월11일,825.86,862.53,848.09
22년05월12일,825.79,863.06,852.46
22년05월13일,862.94,902.59,894.01
22년05월16일,,924.07,923.74
22년05월17일,893.82,902.28,906.07
22년05월18일,881.99,876.53,880.39
22년05월19일,842.45,894.50,895.86
22년05월20일,866.41,902.33,907.78
22년05월23일,874.12,905.66,880.67
22년05월24일,860.68,905.50,875.27
22년05월25일,868.31,906.80,877.38
22년05월26일,865.56,932.87,906.56
22년05월27일,895.01,951.32,916.59
22년05월30일,899.99,961.90,
22년05월31일,912.18,962.57,898.55
22년06월01일,883.11,911.24,903.17
22년06월02일,848.97,916.11,910.35
22년06월03일,882.38,942.19,935.50
22년06월06일,910.24,940.54,932.59
22년06월07일,902.42,941.22,932.16
22년06월08일,921.33,977.15,965.53
22년06월09일,938.32,971.80,959.49
22년06월10일,940.84,965.12,954.52
22년06월13일,920.76,973.64,962.97
22년06월14일,959.90,980.12,962.00
22년06월15일,943.68,961.36,935.41
22년06월16일,933.97,973.12,955.08
22년06월17일,939.26,913.66,884.90
22년06월20일,878.09,924.25,
22년06월21일,908.26,931.49,898.99
22년06월22일,865.51,907.08,862.02
22년06월23일,867.79,896.89,849.78
22년06월24일,871.39,925.47,880.47
22년06월27일,899.29,940.64,895.53
22년06월28일,915.45,954.02,903.73
22년06월29일,923.11,939.60,887.23
22년06월30일,922.19,933.66,860.06
