총합계,국내,합계,2047200833,301.3
총합계,국내,철도,30914733,69.5
총합계,국내,공로,1895685967,365.4
총합계,국내,해운,120326940,104.1
총합계,국내,항공,273193,66.8
총합계,국제,합 계,1410094089,191.6
총합계,국제,해 운,1405925305,191.6
총합계,국제,항 공,4168784,162.3
