기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
기간,자치구,동,세대,합계,합계,합계,한국인,한국인,한국인,외국인,외국인,외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,계,남자,여자,계,남자,여자,계,남자,여자,세대당인구,65세이상고령자
2021.4/4,용산구,이태원2동,"4,918","10,604","4,982","5,622","8,997","4,137","4,860","1,607",845,762,1.83,"1,851"
2021.4/4,용산구,서빙고동,"5,322","13,912","6,679","7,233","13,051","6,241","6,810",861,438,423,2.45,"2,161"
2021.4/4,용산구,보광동,"7,427","14,708","7,531","7,177","13,453","6,691","6,762","1,255",840,415,1.81,"2,708"
2021.4/4,용산구,청파동,"11,080","20,076","9,319","10,757","19,471","9,114","10,357",605,205,400,1.76,"3,295"
2021.4/4,용산구,원효로1동,"8,105","16,577","7,917","8,660","15,950","7,582","8,368",627,335,292,1.97,"1,980"
2021.4/4,용산구,한강로동,"11,713","23,411","11,214","12,197","21,763","10,334","11,429","1,648",880,768,1.86,"3,239"
2021.4/4,용산구,한남동,"10,970","22,941","11,269","11,672","20,389","9,841","10,548","2,552","1,428","1,124",1.86,"3,759"
2021.4/4,성동구,소계,"134,233","292,672","142,259","150,413","285,990","139,380","146,610","6,682","2,879","3,803",2.13,"46,380"
2021.4/4,성동구,왕십리2동,"7,411","16,819","8,115","8,704","16,475","7,964","8,511",344,151,193,2.22,"2,552"
2021.4/4,성동구,마장동,"10,968","22,991","11,273","11,718","22,362","11,039","11,323",629,234,395,2.04,"3,925"
2021.4/4,성동구,사근동,"7,945","13,505","6,737","6,768","11,915","6,154","5,761","1,590",583,"1,007",1.5,"1,508"
2021.4/4,성동구,행당1동,"6,468","14,193","6,819","7,374","13,904","6,688","7,216",289,131,158,2.15,"2,135"
2021.4/4,성동구,행당2동,"9,220","23,376","10,943","12,433","23,280","10,907","12,373",96,36,60,2.52,"3,837"
2021.4/4,성동구,응봉동,"6,063","15,458","7,374","8,084","15,408","7,352","8,056",50,22,28,2.54,"2,548"
2021.4/4,성동구,금호1가동,"6,552","15,315","7,293","8,022","15,240","7,260","7,980",75,33,42,2.33,"2,637"
2021.4/4,성동구,금호4가동,"6,370","14,452","6,866","7,586","14,325","6,803","7,522",127,63,64,2.25,"2,406"
2021.4/4,성동구,성수1가1동,"7,784","16,814","8,417","8,397","16,514","8,249","8,265",300,168,132,2.12,"2,292"
2021.4/4,성동구,성수1가2동,"6,175","12,874","6,309","6,565","12,643","6,201","6,442",231,108,123,2.05,"1,943"
2021.4/4,성동구,성수2가1동,"8,163","16,279","8,479","7,800","15,806","8,263","7,543",473,216,257,1.94,"2,899"
2021.4/4,성동구,성수2가3동,"5,554","10,985","5,540","5,445","10,757","5,407","5,350",228,133,95,1.94,"1,913"
2021.4/4,성동구,송정동,"5,600","10,915","5,748","5,167","10,516","5,551","4,965",399,197,202,1.88,"1,820"
2021.4/4,성동구,용답동,"7,075","12,568","6,430","6,138","11,647","6,047","5,600",921,383,538,1.65,"2,180"
2021.4/4,성동구,왕십리도선동,"11,867","26,910","12,755","14,155","26,430","12,552","13,878",480,203,277,2.23,"3,801"
2021.4/4,성동구,금호2.3가동,"10,118","22,909","10,895","12,014","22,735","10,824","11,911",174,71,103,2.25,"3,887"
2021.4/4,성동구,옥수동,"10,900","26,309","12,266","14,043","26,033","12,119","13,914",276,147,129,2.39,"4,097"
2021.4/4,광진구,소계,"167,949","352,627","169,317","183,310","339,996","164,058","175,938","12,631","5,259","7,372",2.02,"51,723"
2021.4/4,광진구,화양동,"17,777","26,034","12,009","14,025","23,138","11,037","12,101","2,896",972,"1,924",1.3,"2,328"
2021.4/4,광진구,군자동,"11,323","21,500","10,571","10,929","19,591","9,689","9,902","1,909",882,"1,027",1.73,"3,015"
2021.4/4,광진구,중곡1동,"8,378","15,862","7,667","8,195","15,496","7,510","7,986",366,157,209,1.85,"2,537"
2021.4/4,광진구,중곡2동,"10,645","21,739","10,217","11,522","21,428","10,105","11,323",311,112,199,2.01,"3,291"
2021.4/4,광진구,중곡3동,"8,461","16,357","8,077","8,280","16,135","7,995","8,140",222,82,140,1.91,"2,863"
2021.4/4,광진구,중곡4동,"13,174","28,954","14,127","14,827","28,577","13,991","14,586",377,136,241,2.17,"5,150"
2021.4/4,광진구,능동,"6,401","11,619","5,363","6,256","11,301","5,211","6,090",318,152,166,1.77,"1,637"
2021.4/4,광진구,구의1동,"12,154","22,139","10,533","11,606","21,542","10,254","11,288",597,279,318,1.77,"3,120"
2021.4/4,광진구,구의2동,"11,593","27,008","13,003","14,005","26,522","12,797","13,725",486,206,280,2.29,"4,355"
2021.4/4,광진구,구의3동,"12,156","28,891","13,664","15,227","28,654","13,563","15,091",237,101,136,2.36,"4,127"
2021.4/4,광진구,광장동,"11,910","34,834","16,861","17,973","34,665","16,787","17,878",169,74,95,2.91,"3,805"
2021.4/4,광진구,자양1동,"11,911","23,134","11,180","11,954","22,285","10,822","11,463",849,358,491,1.87,"3,479"
2021.4/4,광진구,자양2동,"11,014","24,930","12,072","12,858","24,632","11,937","12,695",298,135,163,2.24,"4,022"
2021.4/4,광진구,자양3동,"11,093","28,330","13,525","14,805","28,073","13,418","14,655",257,107,150,2.53,"4,262"
2021.4/4,광진구,자양4동,"9,959","21,296","10,448","10,848","17,957","8,942","9,015","3,339","1,506","1,833",1.8,"3,732"
2021.4/4,동대문구,소계,"168,219","352,006","172,162","179,844","337,400","166,646","170,754","14,606","5,516","9,090",2.01,"62,211"
2021.4/4,동대문구,회기동,"6,549","12,727","5,821","6,906","10,498","5,000","5,498","2,229",821,"1,408",1.6,"1,549"
2021.4/4,동대문구,휘경1동,"7,624","16,105","7,354","8,751","13,927","6,633","7,294","2,178",721,"1,457",1.83,"2,106"
2021.4/4,동대문구,휘경2동,"12,114","24,847","12,306","12,541","24,115","12,043","12,072",732,263,469,1.99,"3,992"
2021.4/4,동대문구,청량리동,"9,675","19,280","9,546","9,734","18,813","9,343","9,470",467,203,264,1.94,"5,226"
2021.4/4,동대문구,용신동,"18,938","33,055","16,468","16,587","31,619","15,897","15,722","1,436",571,865,1.67,"5,732"
2021.4/4,동대문구,제기동,"13,423","26,577","13,328","13,249","24,617","12,612","12,005","1,960",716,"1,244",1.83,"5,787"
2021.4/4,동대문구,전농1동,"14,863","29,699","14,816","14,883","29,198","14,627","14,571",501,189,312,1.96,"5,651"
2021.4/4,동대문구,전농2동,"7,642","18,876","9,059","9,817","18,557","8,935","9,622",319,124,195,2.43,"3,662"
2021.4/4,동대문구,답십리2동,"12,656","28,595","13,904","14,691","28,334","13,781","14,553",261,123,138,2.24,"5,562"
2021.4/4,동대문구,장안1동,"18,428","38,794","19,152","19,642","38,241","18,930","19,311",553,222,331,2.08,"6,516"
2021.4/4,동대문구,장안2동,"14,056","32,791","16,332","16,459","32,484","16,210","16,274",307,122,185,2.31,"5,211"
2021.4/4,동대문구,이문1동,"10,418","20,870","10,070","10,800","18,019","8,993","9,026","2,851","1,077","1,774",1.73,"3,157"
2021.4/4,동대문구,이문2동,"8,744","20,417","9,857","10,560","19,987","9,658","10,329",430,199,231,2.29,"3,990"
2021.4/4,동대문구,답십리1동,"13,089","29,373","14,149","15,224","28,991","13,984","15,007",382,165,217,2.21,"4,070"
2021.4/4,중랑구,소계,"185,712","391,885","192,903","198,982","387,350","191,112","196,238","4,535","1,791","2,744",2.09,"71,682"
2021.4/4,중랑구,면목2동,"12,180","24,405","12,134","12,271","24,049","12,000","12,049",356,134,222,1.97,"4,566"
2021.4/4,중랑구,면목4동,"9,137","19,308","9,583","9,725","19,029","9,470","9,559",279,113,166,2.08,"3,826"
2021.4/4,중랑구,면목5동,"6,439","14,897","7,458","7,439","14,784","7,421","7,363",113,37,76,2.3,"2,225"
2021.4/4,중랑구,면목7동,"10,600","22,070","11,062","11,008","21,756","10,934","10,822",314,128,186,2.05,"4,315"
2021.4/4,중랑구,상봉1동,"10,266","24,190","11,773","12,417","24,046","11,714","12,332",144,59,85,2.34,"3,796"
2021.4/4,중랑구,상봉2동,"12,269","20,647","9,919","10,728","20,341","9,801","10,540",306,118,188,1.66,"3,044"
2021.4/4,중랑구,중화1동,"9,085","19,784","9,691","10,093","19,611","9,624","9,987",173,67,106,2.16,"3,701"
2021.4/4,중랑구,중화2동,"13,631","25,315","12,966","12,349","24,875","12,781","12,094",440,185,255,1.82,"5,043"
2021.4/4,중랑구,묵1동,"14,854","34,636","16,701","17,935","34,443","16,639","17,804",193,62,131,2.32,"5,945"
2021.4/4,중랑구,묵2동,"9,259","18,946","9,261","9,685","18,718","9,173","9,545",228,88,140,2.02,"3,612"
2021.4/4,중랑구,망우3동,"8,238","16,698","8,347","8,351","16,359","8,204","8,155",339,143,196,1.99,"3,394"
2021.4/4,중랑구,신내1동,"14,704","38,649","18,711","19,938","38,512","18,652","19,860",137,59,78,2.62,"6,797"
2021.4/4,중랑구,신내2동,"9,033","20,529","9,763","10,766","20,435","9,735","10,700",94,28,66,2.26,"4,101"
2021.4/4,중랑구,면목본동,"17,660","34,188","16,864","17,324","33,478","16,582","16,896",710,282,428,1.9,"6,099"
2021.4/4,중랑구,면목3.8동,"12,668","25,154","12,444","12,710","24,759","12,272","12,487",395,172,223,1.95,"5,013"
2021.4/4,중랑구,망우본동,"15,689","32,469","16,226","16,243","32,155","16,110","16,045",314,116,198,2.05,"6,205"
2021.4/4,성북구,소계,"195,017","440,142","211,150","228,992","430,528","207,578","222,950","9,614","3,572","6,042",2.21,"74,709"
2021.4/4,성북구,돈암1동,"6,114","14,791","6,903","7,888","14,687","6,869","7,818",104,34,70,2.4,"2,882"
2021.4/4,성북구,돈암2동,"8,594","23,913","11,324","12,589","23,825","11,285","12,540",88,39,49,2.77,"3,495"
2021.4/4,성북구,안암동,"9,385","16,527","8,025","8,502","14,936","7,502","7,434","1,591",523,"1,068",1.59,"2,112"
2021.4/4,성북구,보문동,"7,739","15,766","7,591","8,175","15,416","7,449","7,967",350,142,208,1.99,"2,415"
2021.4/4,성북구,정릉1동,"7,369","18,377","8,801","9,576","18,178","8,729","9,449",199,72,127,2.47,"3,118"
2021.4/4,성북구,정릉2동,"9,902","23,268","11,205","12,063","23,048","11,130","11,918",220,75,145,2.33,"4,448"
2021.4/4,성북구,정릉3동,"7,879","16,210","7,948","8,262","15,046","7,491","7,555","1,164",457,707,1.91,"3,279"
2021.4/4,성북구,정릉4동,"10,860","25,322","12,105","13,217","24,873","11,992","12,881",449,113,336,2.29,"4,855"
2021.4/4,성북구,길음1동,"12,519","35,615","16,914","18,701","35,462","16,848","18,614",153,66,87,2.83,"4,615"
2021.4/4,성북구,길음2동,"6,905","16,780","8,038","8,742","16,653","7,977","8,676",127,61,66,2.41,"2,559"
2021.4/4,성북구,월곡1동,"10,854","26,525","12,779","13,746","26,335","12,719","13,616",190,60,130,2.43,"4,738"
2021.4/4,성북구,월곡2동,"9,617","19,896","9,564","10,332","19,442","9,355","10,087",454,209,245,2.02,"3,619"
2021.4/4,성북구,장위1동,"10,777","24,511","11,981","12,530","24,315","11,911","12,404",196,70,126,2.26,"4,067"
2021.4/4,성북구,장위2동,"6,716","13,953","6,870","7,083","13,740","6,781","6,959",213,89,124,2.05,"3,118"
2021.4/4,성북구,장위3동,"6,499","15,980","7,864","8,116","15,855","7,809","8,046",125,55,70,2.44,"2,128"
2021.4/4,성북구,성북동,"8,225","17,026","7,922","9,104","16,522","7,715","8,807",504,207,297,2.01,"3,076"
