연도,시군구별,연료별,용도별,승용,승합,화물,특수,계
2005,종로구,CNG,비사업용,0,3,2,0,5
2005,종로구,CNG,사업용,0,77,0,0,77
2005,종로구,경유,비사업용,6938,3297,6039,58,16332
2005,종로구,경유,사업용,1224,819,390,59,2492
2005,종로구,기타연료,비사업용,5,8,4,2,19
2005,종로구,기타연료,사업용,0,1,79,0,80
2005,종로구,엘피지,비사업용,2251,1229,578,0,4058
2005,종로구,엘피지,사업용,2624,3,57,0,2684
2005,종로구,휘발유,비사업용,9536,28,45,0,9609
2005,종로구,휘발유,사업용,3683,5,0,0,3688
2005,종로구,휘발유(무연),비사업용,23971,93,50,0,24114
2005,종로구,휘발유(무연),사업용,2663,0,0,0,2663
2005,종로구,휘발유(유연),비사업용,2,0,0,0,2
2005,중구,CNG,비사업용,0,4,1,0,5
2005,중구,CNG,사업용,0,7,0,0,7
2005,중구,경유,비사업용,6425,2563,6033,84,15105
2005,중구,경유,사업용,145,153,1066,65,1429
2005,중구,기타연료,비사업용,8,0,15,8,31
2005,중구,기타연료,사업용,0,0,133,0,133
2005,중구,엘피지,비사업용,2026,1241,572,1,3840
2005,중구,엘피지,사업용,379,4,92,0,475
2005,중구,휘발유,비사업용,8258,20,25,0,8303
2005,중구,휘발유,사업용,257,1,0,0,258
2005,중구,휘발유(무연),비사업용,20400,81,46,0,20527
2005,중구,휘발유(무연),사업용,262,0,0,0,262
2005,중구,휘발유(유연),비사업용,1,0,0,0,1
2005,용산구,CNG,비사업용,0,2,6,0,8
2005,용산구,경유,비사업용,7899,2704,7692,23,18318
2005,용산구,경유,사업용,19,141,998,41,1199
2005,용산구,기타연료,비사업용,1253,4,47,1,1305
2005,용산구,기타연료,사업용,0,0,42,1,43
2005,용산구,등유,비사업용,1,1,0,0,2
2005,용산구,엘피지,비사업용,3135,1740,743,0,5618
2005,용산구,엘피지,사업용,784,2,90,0,876
2005,용산구,휘발유,비사업용,11400,25,58,0,11483
2005,용산구,휘발유,사업용,86,0,0,0,86
2005,용산구,휘발유(무연),비사업용,32244,125,85,0,32454
2005,용산구,휘발유(무연),사업용,99,0,0,0,99
2005,용산구,휘발유(유연),비사업용,6,0,0,0,6
2005,성동구,CNG,비사업용,0,1,0,0,1
2005,성동구,CNG,사업용,0,23,0,0,23
2005,성동구,경유,비사업용,11442,3500,11126,44,26112
2005,성동구,경유,사업용,25,297,1616,64,2002
2005,성동구,기타연료,비사업용,6,0,6,0,12
2005,성동구,기타연료,사업용,0,0,34,0,34
2005,성동구,엘피지,비사업용,5316,2402,1076,0,8794
2005,성동구,엘피지,사업용,2347,0,314,2,2663
2005,성동구,휘발유,비사업용,9794,14,31,2,9841
2005,성동구,휘발유,사업용,69,0,0,0,69
2005,성동구,휘발유(무연),비사업용,38276,71,63,1,38411
2005,성동구,휘발유(무연),사업용,69,0,0,0,69
2005,성동구,휘발유(유연),비사업용,2,0,0,0,2
2005,광진구,CNG,비사업용,0,1,0,0,1
2005,광진구,경유,비사업용,11901,3972,10508,27,26408
2005,광진구,경유,사업용,15,224,1069,14,1322
2005,광진구,기타연료,비사업용,4,0,3,1,8
2005,광진구,엘피지,비사업용,5484,2654,1056,0,9194
2005,광진구,엘피지,사업용,2088,0,202,0,2290
2005,광진구,휘발유,비사업용,10234,14,35,0,10283
2005,광진구,휘발유,사업용,3,0,0,0,3
2005,광진구,휘발유(무연),비사업용,40344,79,58,0,40481
2005,광진구,휘발유(무연),사업용,10,0,2,0,12
2005,광진구,휘발유(유연),비사업용,1,0,0,0,1
2005,동대문구,CNG,비사업용,0,1,4,0,5
2005,동대문구,경유,비사업용,11793,4117,11702,44,27656
2005,동대문구,경유,사업용,6,174,1989,20,2189
2005,동대문구,기타연료,비사업용,4,2,3,2,11
2005,동대문구,기타연료,사업용,0,0,8,0,8
2005,동대문구,엘피지,비사업용,5761,2643,1299,0,9703
2005,동대문구,엘피지,사업용,2539,0,334,1,2874
2005,동대문구,휘발유,비사업용,9620,13,41,0,9674
2005,동대문구,휘발유,사업용,4,0,0,0,4
2005,동대문구,휘발유(무연),비사업용,35678,71,61,0,35810
2005,동대문구,휘발유(무연),사업용,19,0,0,0,19
2005,동대문구,휘발유(유연),비사업용,1,0,0,0,1
2005,중랑구,CNG,비사업용,0,0,2,0,2
2005,중랑구,CNG,사업용,0,364,0,0,364
2005,중랑구,경유,비사업용,12339,4760,12925,36,30060
2005,중랑구,경유,사업용,44,630,2261,94,3029
2005,중랑구,기타연료,비사업용,4,1,2,1,8
2005,중랑구,기타연료,사업용,0,35,4,0,39
2005,중랑구,엘피지,비사업용,6937,3029,1446,0,11412
2005,중랑구,엘피지,사업용,5413,0,365,7,5785
2005,중랑구,전기,비사업용,0,1,0,0,1
2005,중랑구,휘발유,비사업용,10076,25,34,0,10135
2005,중랑구,휘발유,사업용,33,0,0,0,33
2005,중랑구,휘발유(무연),비사업용,38434,96,59,0,38589
2005,중랑구,휘발유(무연),사업용,17,0,1,0,18
2005,중랑구,휘발유(유연),비사업용,1,0,0,0,1
2005,성북구,CNG,비사업용,1,1,0,0,2
2005,성북구,CNG,사업용,0,223,0,0,223
2005,성북구,경유,비사업용,13882,4566,10425,29,28902
2005,성북구,경유,사업용,46,657,1446,2,2151
2005,성북구,기타연료,비사업용,5,1,8,1,15
2005,성북구,기타연료,사업용,0,19,0,0,19
2005,성북구,엘피지,비사업용,7032,3121,1218,0,11371
2005,성북구,엘피지,사업용,2798,0,316,0,3114
2005,성북구,휘발유,비사업용,11230,20,37,0,11287
2005,성북구,휘발유,사업용,10,0,0,0,10
2005,성북구,휘발유(무연),비사업용,45152,100,60,0,45312
2005,성북구,휘발유(무연),사업용,16,0,1,0,17
2005,성북구,휘발유(유연),비사업용,3,0,0,0,3
2005,강북구,CNG,비사업용,0,0,2,0,2
2005,강북구,CNG,사업용,0,57,0,0,57
2005,강북구,경유,비사업용,9020,3522,8434,18,20994
2005,강북구,경유,사업용,37,706,1213,4,1960
2005,강북구,기타연료,비사업용,0,0,1,0,1
2005,강북구,기타연료,사업용,0,4,0,0,4
2005,강북구,알코올,비사업용,0,0,1,0,1
2005,강북구,엘피지,비사업용,5568,2394,1102,0,9064
2005,강북구,엘피지,사업용,2669,4,303,0,2976
2005,강북구,휘발유,비사업용,7464,14,27,0,7505
2005,강북구,휘발유,사업용,8,0,0,0,8
2005,강북구,휘발유(무연),비사업용,29317,63,41,0,29421
2005,강북구,휘발유(무연),사업용,8,0,2,0,10
2005,강북구,휘발유(유연),비사업용,2,0,0,0,2
2005,도봉구,CNG,비사업용,0,5,0,0,5
2005,도봉구,CNG,사업용,0,285,0,0,285
2005,도봉구,경유,비사업용,11673,3878,9395,17,24963
2005,도봉구,경유,사업용,27,277,1128,29,1461
2005,도봉구,기타연료,비사업용,2,0,7,1,10
2005,도봉구,기타연료,사업용,0,0,3,0,3
2005,도봉구,엘피지,비사업용,6394,2819,1025,0,10238
2005,도봉구,엘피지,사업용,5568,2,221,0,5791
2005,도봉구,휘발유,비사업용,9232,14,20,0,9266
2005,도봉구,휘발유,사업용,9,0,0,0,9
2005,도봉구,휘발유(무연),비사업용,41144,76,57,0,41277
2005,도봉구,휘발유(무연),사업용,10,0,2,0,12
2005,도봉구,휘발유(유연),비사업용,2,0,0,0,2
2005,노원구,CNG,비사업용,2,0,0,0,2
2005,노원구,CNG,사업용,0,100,0,0,100
2005,노원구,경유,비사업용,19626,5934,12815,31,38406
2005,노원구,경유,사업용,10,630,1736,9,2385
2005,노원구,기타연료,비사업용,7,1,4,1,13
2005,노원구,기타연료,사업용,0,0,5,0,5
2005,노원구,엘피지,비사업용,11407,4449,1453,0,17309
2005,노원구,엘피지,사업용,6517,0,309,0,6826
2005,노원구,휘발유,비사업용,15455,20,39,0,15514
2005,노원구,휘발유,사업용,10,0,0,0,10
2005,노원구,휘발유(무연),비사업용,70433,109,65,0,70607
2005,노원구,휘발유(무연),사업용,6,0,2,0,8
2005,노원구,휘발유(유연),비사업용,3,1,0,0,4
2005,은평구,CNG,비사업용,0,3,3,0,6
2005,은평구,CNG,사업용,0,378,0,0,378
2005,은평구,경유,비사업용,13127,5042,12213,35,30417
2005,은평구,경유,사업용,14,468,1769,57,2308
2005,은평구,기타연료,비사업용,3,0,2,2,7
2005,은평구,기타연료,사업용,0,0,1,1,2
2005,은평구,엘피지,비사업용,7215,3402,1289,0,11906
2005,은평구,엘피지,사업용,3717,0,216,2,3935
2005,은평구,휘발유,비사업용,12505,30,40,0,12575
2005,은평구,휘발유,사업용,4,0,0,0,4
2005,은평구,휘발유(무연),비사업용,46243,107,78,0,46428
2005,은평구,휘발유(무연),사업용,9,0,3,0,12
2005,은평구,휘발유(유연),비사업용,2,0,0,0,2
2005,서대문구,CNG,비사업용,0,2,0,0,2
2005,서대문구,CNG,사업용,0,103,0,0,103
2005,서대문구,경유,비사업용,10318,3470,8121,15,21924
2005,서대문구,경유,사업용,4,274,1790,37,2105
2005,서대문구,기타연료,비사업용,5,0,1,0,6
2005,서대문구,기타연료,사업용,0,10,14,0,24
2005,서대문구,알코올,사업용,1,0,0,0,1
2005,서대문구,엘피지,비사업용,4966,2300,894,0,8160
2005,서대문구,엘피지,사업용,2705,0,179,0,2884
2005,서대문구,휘발유,비사업용,9160,19,32,0,9211
2005,서대문구,휘발유,사업용,3,0,0,0,3
2005,서대문구,휘발유(무연),비사업용,37399,75,65,0,37539
2005,서대문구,휘발유(무연),사업용,4,0,1,0,5
2005,서대문구,휘발유(유연),비사업용,1,0,0,0,1
2005,마포구,CNG,비사업용,0,1,0,0,1
2005,마포구,CNG,사업용,0,71,0,0,71
2005,마포구,경유,비사업용,13421,4265,11434,55,29175
2005,마포구,경유,사업용,562,374,2580,55,3571
2005,마포구,기타연료,비사업용,7,0,4,1,12
2005,마포구,기타연료,사업용,0,0,47,0,47
2005,마포구,엘피지,비사업용,5808,3025,1245,1,10079
2005,마포구,엘피지,사업용,2885,5,179,0,3069
2005,마포구,휘발유,비사업용,12430,25,54,0,12509
2005,마포구,휘발유,사업용,444,0,0,0,444
2005,마포구,휘발유(무연),비사업용,47265,95,92,0,47452
2005,마포구,휘발유(무연),사업용,564,0,2,0,566
2005,마포구,휘발유(유연),비사업용,1,0,0,0,1
2005,양천구,CNG,사업용,0,95,0,0,95
2005,양천구,경유,비사업용,17064,5355,14453,47,36919
2005,양천구,경유,사업용,29,488,2486,262,3265
2005,양천구,기타연료,비사업용,2,1,9,2,14
2005,양천구,기타연료,사업용,0,0,129,0,129
2005,양천구,엘피지,비사업용,8489,3889,1298,0,13676
2005,양천구,엘피지,사업용,4665,4,226,0,4895
2005,양천구,휘발유,비사업용,15343,28,34,0,15405
2005,양천구,휘발유,사업용,19,0,1,0,20
2005,양천구,휘발유(무연),비사업용,65027,105,88,1,65221
2005,양천구,휘발유(무연),사업용,22,0,4,0,26
2005,양천구,휘발유(유연),비사업용,2,0,0,0,2
2005,강서구,CNG,비사업용,0,0,2,0,2
2005,강서구,CNG,사업용,0,108,0,0,108
2005,강서구,경유,비사업용,18855,6133,17573,81,42642
2005,강서구,경유,사업용,361,930,2380,35,3706
2005,강서구,기타연료,비사업용,12,2,29,1,44
2005,강서구,기타연료,사업용,0,0,25,0,25
2005,강서구,엘피지,비사업용,11053,4683,1932,0,17668
2005,강서구,엘피지,사업용,6722,3,262,0,6987
2005,강서구,휘발유,비사업용,16462,25,38,0,16525
2005,강서구,휘발유,사업용,1055,1,1,0,1057
2005,강서구,휘발유(무연),비사업용,68220,118,97,0,68435
2005,강서구,휘발유(무연),사업용,854,2,0,0,856
2005,구로구,CNG,비사업용,0,0,2,0,2
2005,구로구,CNG,사업용,0,32,0,0,32
2005,구로구,경유,비사업용,15771,5039,15751,26,36587
2005,구로구,경유,사업용,1221,689,1512,14,3436
2005,구로구,기타연료,비사업용,3,0,6,1,10
2005,구로구,기타연료,사업용,0,0,7,0,7
2005,구로구,알코올,비사업용,0,1,0,0,1
2005,구로구,엘피지,비사업용,7590,3320,1200,0,12110
2005,구로구,엘피지,사업용,5038,2,230,0,5270
2005,구로구,휘발유,비사업용,11728,15,38,0,11781
2005,구로구,휘발유,사업용,2227,0,0,0,2227
2005,구로구,휘발유(무연),비사업용,47992,72,81,0,48145
2005,구로구,휘발유(무연),사업용,1783,0,1,0,1784
2005,구로구,휘발유(유연),비사업용,2,0,0,0,2
2005,금천구,CNG,비사업용,0,0,1,0,1
2005,금천구,CNG,사업용,0,25,0,0,25
2005,금천구,경유,비사업용,9246,3524,10940,21,23731
2005,금천구,경유,사업용,16,392,2006,57,2471
2005,금천구,기타연료,비사업용,3,0,4,0,7
2005,금천구,등유,비사업용,0,1,0,0,1
2005,금천구,엘피지,비사업용,4485,2056,890,0,7431
2005,금천구,엘피지,사업용,2458,0,236,8,2702
2005,금천구,휘발유,비사업용,7601,10,37,0,7648
2005,금천구,휘발유,사업용,53,0,0,0,53
2005,금천구,휘발유(무연),비사업용,26983,43,74,0,27100
2005,금천구,휘발유(무연),사업용,7,0,0,0,7
2005,영등포구,CNG,비사업용,0,1,4,0,5
2005,영등포구,경유,비사업용,16683,5055,18051,105,39894
2005,영등포구,경유,사업용,175,331,3220,314,4040
2005,영등포구,기타연료,비사업용,12,1,13,4,30
2005,영등포구,기타연료,사업용,1,0,38,3,42
2005,영등포구,알코올,사업용,0,0,0,1,1
2005,영등포구,엘피지,비사업용,6949,3277,1333,1,11560
2005,영등포구,엘피지,사업용,3578,3,248,12,3841
2005,영등포구,휘발유,비사업용,17473,35,67,0,17575
2005,영등포구,휘발유,사업용,188,0,0,0,188
2005,영등포구,휘발유(무연),비사업용,56012,100,112,2,56226
2005,영등포구,휘발유(무연),사업용,123,0,2,0,125
2005,영등포구,휘발유(유연),비사업용,2,0,0,0,2
2005,동작구,CNG,비사업용,0,0,6,0,6
2005,동작구,경유,비사업용,11956,3577,8972,27,24532
2005,동작구,경유,사업용,2,99,1147,15,1263
2005,동작구,기타연료,비사업용,6,1,4,2,13
2005,동작구,기타연료,사업용,0,0,7,0,7
2005,동작구,엘피지,비사업용,6580,2643,991,1,10215
2005,동작구,엘피지,사업용,1426,0,121,0,1547
2005,동작구,휘발유,비사업용,11035,15,23,0,11073
2005,동작구,휘발유(무연),비사업용,45854,70,48,0,45972
2005,동작구,휘발유(무연),사업용,0,0,1,0,1
2005,동작구,휘발유(유연),비사업용,1,0,0,0,1
2005,관악구,CNG,비사업용,0,0,2,0,2
2005,관악구,경유,비사업용,14913,5167,12319,28,32427
2005,관악구,경유,사업용,228,510,1804,29,2571
2005,관악구,기타연료,비사업용,4,1,19,1,25
2005,관악구,기타연료,사업용,0,2,2,0,4
2005,관악구,엘피지,비사업용,7910,3335,1358,0,12603
2005,관악구,엘피지,사업용,2689,0,259,0,2948
2005,관악구,휘발유,비사업용,12696,22,48,1,12767
2005,관악구,휘발유,사업용,107,0,1,0,108
2005,관악구,휘발유(무연),비사업용,52193,88,72,0,52353
2005,관악구,휘발유(무연),사업용,64,0,2,0,66
2005,관악구,휘발유(유연),비사업용,1,0,0,0,1
2005,서초구,CNG,사업용,0,67,0,0,67
2005,서초구,경유,비사업용,17211,4249,14212,77,35749
2005,서초구,경유,사업용,358,549,4724,158,5789
2005,서초구,기타연료,비사업용,30,4,18,3,55
2005,서초구,기타연료,사업용,0,41,135,5,181
2005,서초구,등유,비사업용,1,1,0,0,2
2005,서초구,알코올,사업용,1,0,0,0,1
2005,서초구,엘피지,비사업용,5845,3224,1232,0,10301
2005,서초구,엘피지,사업용,2156,13,172,0,2341
2005,서초구,휘발유,비사업용,23751,47,75,0,23873
2005,서초구,휘발유,사업용,570,0,0,0,570
2005,서초구,휘발유(무연),비사업용,81514,211,94,0,81819
2005,서초구,휘발유(무연),사업용,314,0,0,0,314
2005,서초구,휘발유(유연),비사업용,6,0,0,0,6
2005,강남구,CNG,비사업용,3,3,1,0,7
2005,강남구,CNG,사업용,0,4,0,0,4
2005,강남구,경유,비사업용,23669,5588,17508,71,46836
2005,강남구,경유,사업용,583,567,1503,119,2772
2005,강남구,기타연료,비사업용,27,2,97,38,164
2005,강남구,기타연료,사업용,0,0,63,2,65
2005,강남구,알코올,사업용,1,0,0,0,1
2005,강남구,엘피지,비사업용,8268,4734,1885,0,14887
2005,강남구,엘피지,사업용,4318,3,86,0,4407
2005,강남구,휘발유,비사업용,39439,59,135,0,39633
2005,강남구,휘발유,사업용,1725,0,0,0,1725
2005,강남구,휘발유(무연),비사업용,117445,301,177,1,117924
2005,강남구,휘발유(무연),사업용,994,1,0,0,995
2005,강남구,휘발유(유연),비사업용,4,0,0,0,4
2005,송파구,CNG,비사업용,0,0,1,0,1
2005,송파구,CNG,사업용,0,275,0,0,275
2005,송파구,경유,비사업용,22908,6375,21333,44,50660
2005,송파구,경유,사업용,170,974,2917,85,4146
2005,송파구,기타연료,비사업용,12,1,12,1,26
2005,송파구,기타연료,사업용,0,0,54,0,54
2005,송파구,알코올,비사업용,0,0,1,0,1
2005,송파구,알코올,사업용,0,0,1,0,1
2005,송파구,엘피지,비사업용,10410,4892,2097,0,17399
2005,송파구,엘피지,사업용,4979,2,271,1,5253
2005,송파구,휘발유,비사업용,22168,23,83,0,22274
2005,송파구,휘발유,사업용,185,1,1,0,187
2005,송파구,휘발유(무연),비사업용,86943,142,106,0,87191
2005,송파구,휘발유(무연),사업용,200,1,2,0,203
2005,송파구,휘발유(유연),비사업용,3,0,0,0,3
2005,강동구,CNG,비사업용,0,0,1,0,1
2005,강동구,CNG,사업용,0,25,0,0,25
2005,강동구,경유,비사업용,16085,4882,14940,27,35934
2005,강동구,경유,사업용,80,412,1754,67,2313
2005,강동구,기타연료,비사업용,9,0,5,1,15
2005,강동구,기타연료,사업용,0,33,11,0,44
2005,강동구,엘피지,비사업용,8954,3575,1651,0,14180
2005,강동구,엘피지,사업용,5162,6,310,3,5481
2005,강동구,휘발유,비사업용,13837,29,55,0,13921
2005,강동구,휘발유,사업용,264,3,0,0,267
2005,강동구,휘발유(무연),비사업용,54730,84,96,0,54910
2005,강동구,휘발유(무연),사업용,135,0,2,0,137
2005,강동구,휘발유(유연),비사업용,1,0,0,0,1
2006,합계,계,계,2266106,198696,388988,3067,2856857
2006,종로구,CNG,비사업용,0,3,2,0,5
2006,종로구,CNG,사업용,0,82,0,0,82
2006,종로구,경유,비사업용,7527,3267,5952,52,16798
2006,종로구,경유,사업용,1816,858,358,41,3073
2006,종로구,기타연료,비사업용,5,7,4,2,18
2006,종로구,기타연료,사업용,0,0,79,0,79
2006,종로구,엘피지,비사업용,2420,1179,626,0,4225
2006,종로구,엘피지,사업용,3762,6,61,0,3829
2006,종로구,휘발유,비사업용,11302,28,48,0,11378
2006,종로구,휘발유,사업용,7029,6,0,0,7035
2006,종로구,휘발유(무연),비사업용,20919,78,45,0,21042
2006,종로구,휘발유(무연),사업용,1263,0,1,0,1264
2006,종로구,휘발유(유연),비사업용,1,0,0,0,1
2006,중구,CNG,비사업용,0,5,1,0,6
2006,중구,CNG,사업용,0,7,0,0,7
2006,중구,경유,비사업용,6789,2552,5845,87,15273
2006,중구,경유,사업용,304,203,1054,68,1629
2006,중구,기타연료,비사업용,5,1,17,5,28
2006,중구,기타연료,사업용,0,0,143,0,143
2006,중구,엘피지,비사업용,2183,1118,628,2,3931
2006,중구,엘피지,사업용,528,1,97,0,626
2006,중구,휘발유,비사업용,10638,23,26,0,10687
2006,중구,휘발유,사업용,675,3,0,0,678
2006,중구,휘발유(무연),비사업용,17660,68,46,0,17774
2006,중구,휘발유(무연),사업용,142,0,0,0,142
2006,중구,휘발유(유연),비사업용,2,0,0,0,2
2006,용산구,CNG,비사업용,0,2,6,0,8
2006,용산구,CNG,사업용,0,9,0,0,9
2006,용산구,경유,비사업용,8615,2627,6757,24,18023
2006,용산구,경유,사업용,31,131,972,43,1177
2006,용산구,기타연료,비사업용,1513,3,48,1,1565
2006,용산구,기타연료,사업용,0,0,25,1,26
2006,용산구,엘피지,비사업용,3376,1621,734,0,5731
2006,용산구,엘피지,사업용,906,1,100,0,1007
2006,용산구,휘발유,비사업용,13380,26,59,0,13465
2006,용산구,휘발유,사업용,109,0,0,0,109
2006,용산구,휘발유(무연),비사업용,30132,108,73,0,30313
2006,용산구,휘발유(무연),사업용,84,0,1,0,85
2006,용산구,휘발유(유연),비사업용,5,0,0,0,5
2006,성동구,CNG,비사업용,2,1,0,0,3
2006,성동구,CNG,사업용,0,52,0,0,52
2006,성동구,경유,비사업용,12354,3365,10838,46,26603
2006,성동구,경유,사업용,37,251,1543,65,1896
2006,성동구,기타연료,비사업용,8,3,7,1,19
2006,성동구,기타연료,사업용,0,0,16,0,16
2006,성동구,엘피지,비사업용,5811,2249,1249,0,9309
2006,성동구,엘피지,사업용,2377,0,360,1,2738
2006,성동구,휘발유,비사업용,12273,11,31,2,12317
2006,성동구,휘발유,사업용,149,0,0,0,149
2006,성동구,휘발유(무연),비사업용,35468,69,52,1,35590
2006,성동구,휘발유(무연),사업용,49,0,0,0,49
2006,광진구,CNG,비사업용,0,1,0,0,1
2006,광진구,경유,비사업용,12731,3754,10118,29,26632
2006,광진구,경유,사업용,24,328,1103,15,1470
2006,광진구,기타연료,비사업용,6,0,1,1,8
2006,광진구,엘피지,비사업용,6024,2513,1282,0,9819
2006,광진구,엘피지,사업용,2157,0,231,0,2388
2006,광진구,전기,비사업용,0,1,0,0,1
2006,광진구,휘발유,비사업용,12306,11,33,0,12350
2006,광진구,휘발유,사업용,6,0,0,0,6
2006,광진구,휘발유(무연),비사업용,37462,68,52,0,37582
2006,광진구,휘발유(무연),사업용,8,0,2,0,10
2006,광진구,휘발유(유연),비사업용,1,0,0,0,1
2006,동대문구,CNG,비사업용,0,1,6,0,7
2006,동대문구,경유,비사업용,12858,3993,11476,34,28361
2006,동대문구,경유,사업용,11,165,2061,27,2264
2006,동대문구,기타연료,비사업용,3,1,4,2,10
2006,동대문구,기타연료,사업용,0,0,7,0,7
2006,동대문구,엘피지,비사업용,6267,2553,1419,0,10239
2006,동대문구,엘피지,사업용,2607,0,382,1,2990
2006,동대문구,휘발유,비사업용,11430,12,37,0,11479
2006,동대문구,휘발유,사업용,53,0,0,0,53
2006,동대문구,휘발유(무연),비사업용,33456,62,55,0,33573
2006,동대문구,휘발유(무연),사업용,16,0,0,0,16
2006,동대문구,휘발유(유연),비사업용,2,0,0,0,2
2006,중랑구,CNG,비사업용,0,0,4,0,4
2006,중랑구,CNG,사업용,0,422,0,0,422
2006,중랑구,경유,비사업용,13364,4619,12599,33,30615
2006,중랑구,경유,사업용,44,529,2124,96,2793
2006,중랑구,기타연료,비사업용,3,2,4,1,10
2006,중랑구,기타연료,사업용,0,5,6,0,11
2006,중랑구,엘피지,비사업용,7662,2998,1765,0,12425
2006,중랑구,엘피지,사업용,5388,0,447,4,5839
2006,중랑구,전기,비사업용,0,1,0,0,1
2006,중랑구,휘발유,비사업용,11395,24,35,0,11454
2006,중랑구,휘발유,사업용,31,0,0,0,31
2006,중랑구,휘발유(무연),비사업용,36243,83,55,0,36381
2006,중랑구,휘발유(무연),사업용,6,0,2,0,8
2006,중랑구,휘발유(유연),비사업용,1,0,0,0,1
2006,성북구,CNG,비사업용,0,1,0,0,1
2006,성북구,CNG,사업용,0,342,0,0,342
2006,성북구,경유,비사업용,15602,4527,10242,30,30401
2006,성북구,경유,사업용,35,549,1435,3,2022
2006,성북구,기타연료,비사업용,5,0,11,1,17
2006,성북구,기타연료,사업용,0,19,0,0,19
