연도,시군구별,연료별,용도별,승용,승합,화물,특수,계
2010,동작구,경유,비사업용,15274,2883,7308,28,25493
2010,동작구,경유,사업용,17,124,1097,47,1285
2010,동작구,기타연료,비사업용,4,3,23,1,31
2010,동작구,기타연료,사업용,0,0,7,0,7
2010,동작구,엘피지,비사업용,7984,2090,1625,1,11700
2010,동작구,엘피지,사업용,1529,0,239,0,1768
2010,동작구,하이브리드(LPG+전기),비사업용,62,0,0,0,62
2010,동작구,하이브리드(휘발유+전기),비사업용,69,0,0,0,69
2010,동작구,휘발유,비사업용,22229,16,16,0,22261
2010,동작구,휘발유,사업용,7,0,0,0,7
2010,동작구,휘발유(무연),비사업용,33762,41,23,0,33826
2010,동작구,휘발유(무연),사업용,3,0,0,0,3
2010,동작구,휘발유(유연),비사업용,1,1,0,0,2
2010,관악구,CNG,비사업용,3,0,20,0,23
2010,관악구,CNG,사업용,1,205,0,0,206
2010,관악구,경유,비사업용,18719,4074,9785,22,32600
2010,관악구,경유,사업용,219,114,1584,89,2006
2010,관악구,기타연료,비사업용,3,3,24,1,31
2010,관악구,기타연료,사업용,0,0,12,0,12
2010,관악구,엘피지,비사업용,10137,2981,2418,0,15536
2010,관악구,엘피지,사업용,3025,2,387,0,3414
2010,관악구,하이브리드(LPG+전기),비사업용,87,0,0,0,87
2010,관악구,하이브리드(휘발유+전기),비사업용,65,0,0,0,65
2010,관악구,휘발유,비사업용,24071,15,36,1,24123
2010,관악구,휘발유,사업용,200,0,0,0,200
2010,관악구,휘발유(무연),비사업용,40772,43,35,0,40850
2010,관악구,휘발유(무연),사업용,39,0,2,0,41
2010,서초구,CNG,비사업용,9,1,22,0,32
2010,서초구,CNG,사업용,9,383,0,0,392
2010,서초구,경유,비사업용,21748,4063,11754,111,37676
2010,서초구,경유,사업용,698,363,4406,100,5567
2010,서초구,기타연료,비사업용,9,12,81,2,104
2010,서초구,기타연료,사업용,0,0,101,3,104
2010,서초구,엘피지,비사업용,6567,2200,1724,0,10491
2010,서초구,엘피지,사업용,2850,15,183,0,3048
2010,서초구,전기,비사업용,3,0,0,0,3
2010,서초구,하이브리드(LPG+전기),비사업용,147,0,0,0,147
2010,서초구,하이브리드(휘발유+전기),비사업용,250,0,0,0,250
2010,서초구,휘발유,비사업용,52720,50,61,0,52831
2010,서초구,휘발유,사업용,1812,1,0,0,1813
2010,서초구,휘발유(무연),비사업용,56604,94,55,1,56754
2010,서초구,휘발유(무연),사업용,785,0,0,0,785
2010,서초구,휘발유(유연),비사업용,4,0,0,0,4
2010,강남구,CNG,비사업용,19,11,20,0,50
2010,강남구,CNG,사업용,4,180,0,0,184
2010,강남구,LNG,비사업용,1,0,0,0,1
2010,강남구,경유,비사업용,29833,5214,14846,89,49982
2010,강남구,경유,사업용,5069,1521,1238,126,7954
2010,강남구,기타연료,비사업용,23,9,69,19,120
2010,강남구,기타연료,사업용,0,11,251,1,263
2010,강남구,엘피지,비사업용,9197,2968,2391,1,14557
2010,강남구,엘피지,사업용,12000,49,124,0,12173
2010,강남구,전기,비사업용,13,0,0,0,13
2010,강남구,하이브리드(LPG+전기),비사업용,117,0,0,0,117
2010,강남구,하이브리드(LPG+전기),사업용,310,0,0,0,310
2010,강남구,하이브리드(휘발유+전기),비사업용,580,0,0,0,580
2010,강남구,하이브리드(휘발유+전기),사업용,7,0,0,0,7
2010,강남구,휘발유,비사업용,76786,65,114,1,76966
2010,강남구,휘발유,사업용,9244,4,0,0,9248
2010,강남구,휘발유(무연),비사업용,75753,128,107,1,75989
2010,강남구,휘발유(무연),사업용,5578,1,0,0,5579
2010,강남구,휘발유(유연),비사업용,5,0,0,0,5
2010,송파구,CNG,비사업용,18,1,49,0,68
2010,송파구,CNG,사업용,82,840,0,0,922
2010,송파구,경유,비사업용,32040,5614,17999,54,55707
2010,송파구,경유,사업용,114,565,2988,140,3807
2010,송파구,기타연료,비사업용,4,11,54,4,73
2010,송파구,기타연료,사업용,0,0,54,0,54
2010,송파구,엘피지,비사업용,13293,3979,3678,0,20950
2010,송파구,엘피지,사업용,4837,5,529,0,5371
2010,송파구,전기,비사업용,1,0,0,0,1
2010,송파구,하이브리드(LPG+전기),비사업용,142,0,0,0,142
2010,송파구,하이브리드(휘발유+전기),비사업용,126,0,0,0,126
2010,송파구,휘발유,비사업용,54500,23,73,0,54596
2010,송파구,휘발유,사업용,253,2,0,0,255
2010,송파구,휘발유(무연),비사업용,71206,79,48,0,71333
2010,송파구,휘발유(무연),사업용,80,0,1,0,81
2010,송파구,휘발유(유연),비사업용,4,0,0,0,4
2010,강동구,CNG,비사업용,8,0,17,0,25
2010,강동구,CNG,사업용,86,193,0,0,279
2010,강동구,경유,비사업용,21740,4206,12378,39,38363
2010,강동구,경유,사업용,229,503,1615,156,2503
2010,강동구,기타연료,비사업용,7,7,24,2,40
2010,강동구,기타연료,사업용,0,0,32,0,32
2010,강동구,엘피지,비사업용,11533,3890,3058,2,18483
2010,강동구,엘피지,사업용,4968,5,442,1,5416
2010,강동구,하이브리드(LPG+전기),비사업용,89,0,0,0,89
2010,강동구,하이브리드(LPG+전기),사업용,1,0,0,0,1
2010,강동구,하이브리드(휘발유+전기),비사업용,58,0,0,0,58
2010,강동구,휘발유,비사업용,28442,22,41,0,28505
2010,강동구,휘발유,사업용,674,0,0,0,674
2010,강동구,휘발유(무연),비사업용,44679,63,55,0,44797
2010,강동구,휘발유(무연),사업용,269,0,0,0,269
2010,강동구,휘발유(유연),비사업용,2,0,0,0,2
2011,합계,계,계,2443261,169922,360103,4313,2977599
2011,종로구,CNG,비사업용,6,2,17,0,25
2011,종로구,CNG,사업용,0,94,0,0,94
2011,종로구,경유,비사업용,7775,3292,5315,87,16469
2011,종로구,경유,사업용,53,342,431,22,848
2011,종로구,기타연료,비사업용,4,5,19,3,31
2011,종로구,기타연료,사업용,0,0,73,0,73
2011,종로구,엘피지,비사업용,2672,893,655,0,4220
2011,종로구,엘피지,사업용,376,4,168,0,548
2011,종로구,전기,비사업용,2,0,0,0,2
2011,종로구,하이브리드(LPG+전기),비사업용,58,0,0,0,58
2011,종로구,하이브리드(휘발유+전기),비사업용,255,0,0,0,255
2011,종로구,휘발유,비사업용,13482,24,48,0,13554
2011,종로구,휘발유,사업용,187,0,0,0,187
2011,종로구,휘발유(무연),비사업용,15527,52,20,1,15600
2011,종로구,휘발유(무연),사업용,81,0,0,0,81
2011,종로구,휘발유(유연),비사업용,2,0,0,0,2
2011,중구,CNG,비사업용,2,3,17,0,22
2011,중구,CNG,사업용,3,6,0,0,9
2011,중구,경유,비사업용,9079,2773,5538,86,17476
2011,중구,경유,사업용,760,398,1526,102,2786
2011,중구,기타연료,비사업용,4,4,36,14,58
2011,중구,기타연료,사업용,0,0,65,0,65
2011,중구,엘피지,비사업용,2224,848,725,1,3798
2011,중구,엘피지,사업용,1334,5,125,0,1464
2011,중구,전기,비사업용,13,0,0,0,13
2011,중구,하이브리드(LPG+전기),비사업용,46,0,0,0,46
2011,중구,하이브리드(LPG+전기),사업용,16,0,0,0,16
2011,중구,하이브리드(휘발유+전기),비사업용,183,0,0,0,183
2011,중구,하이브리드(휘발유+전기),사업용,3,0,0,0,3
2011,중구,휘발유,비사업용,17896,34,23,0,17953
2011,중구,휘발유,사업용,1035,3,0,0,1038
2011,중구,휘발유(무연),비사업용,15096,37,32,0,15165
2011,중구,휘발유(무연),사업용,1281,1,0,0,1282
2011,중구,휘발유(유연),비사업용,1,0,0,0,1
2011,용산구,CNG,비사업용,7,12,29,0,48
2011,용산구,CNG,사업용,1,10,0,0,11
2011,용산구,경유,비사업용,10855,2369,5775,22,19021
2011,용산구,경유,사업용,19,78,942,50,1089
2011,용산구,기타연료,비사업용,1273,9,25,1,1308
2011,용산구,기타연료,사업용,0,0,42,0,42
2011,용산구,엘피지,비사업용,4056,1242,959,0,6257
2011,용산구,엘피지,사업용,853,0,130,0,983
2011,용산구,전기,비사업용,1,0,0,0,1
2011,용산구,하이브리드(LPG+전기),비사업용,87,0,0,0,87
2011,용산구,하이브리드(LPG+전기),사업용,1,0,0,0,1
2011,용산구,하이브리드(휘발유+전기),비사업용,220,0,0,0,220
2011,용산구,휘발유,비사업용,22119,20,54,0,22193
2011,용산구,휘발유,사업용,49,0,0,0,49
2011,용산구,휘발유(무연),비사업용,25280,62,34,0,25376
2011,용산구,휘발유(무연),사업용,26,0,0,0,26
2011,용산구,휘발유(유연),비사업용,2,0,0,0,2
2011,성동구,CNG,비사업용,19,3,17,0,39
2011,성동구,CNG,사업용,2,202,0,0,204
2011,성동구,경유,비사업용,13885,2671,8383,33,24972
2011,성동구,경유,사업용,84,151,1243,83,1561
2011,성동구,기타연료,비사업용,2,6,30,1,39
2011,성동구,기타연료,사업용,0,0,5,0,5
2011,성동구,엘피지,비사업용,7155,1526,1534,0,10215
2011,성동구,엘피지,사업용,2535,2,340,0,2877
2011,성동구,전기,비사업용,14,0,0,0,14
2011,성동구,하이브리드(LPG+전기),비사업용,83,0,0,0,83
2011,성동구,하이브리드(휘발유+전기),비사업용,168,0,0,0,168
2011,성동구,하이브리드(휘발유+전기),사업용,3,0,0,0,3
2011,성동구,휘발유,비사업용,19953,1,17,0,19971
2011,성동구,휘발유,사업용,201,0,0,0,201
2011,성동구,휘발유(무연),비사업용,26679,25,10,0,26714
2011,성동구,휘발유(무연),사업용,151,0,0,0,151
2011,광진구,CNG,비사업용,8,2,11,0,21
2011,광진구,CNG,사업용,2,350,0,0,352
2011,광진구,경유,비사업용,15106,3141,8821,26,27094
2011,광진구,경유,사업용,47,406,1262,131,1846
2011,광진구,기타연료,비사업용,2,5,17,0,24
2011,광진구,기타연료,사업용,0,0,1,0,1
2011,광진구,엘피지,비사업용,6758,1940,1740,1,10439
2011,광진구,엘피지,사업용,2792,3,277,0,3072
2011,광진구,전기,비사업용,2,0,0,0,2
2011,광진구,하이브리드(LPG+전기),비사업용,73,0,0,0,73
2011,광진구,하이브리드(휘발유+전기),비사업용,154,0,0,0,154
2011,광진구,휘발유,비사업용,21097,9,20,0,21126
2011,광진구,휘발유,사업용,117,0,0,0,117
2011,광진구,휘발유(무연),비사업용,29905,43,37,0,29985
2011,광진구,휘발유(무연),사업용,34,0,0,0,34
2011,동대문구,CNG,비사업용,3,2,22,0,27
2011,동대문구,CNG,사업용,4,14,0,0,18
2011,동대문구,경유,비사업용,15199,3443,9888,37,28567
2011,동대문구,경유,사업용,64,238,1757,68,2127
2011,동대문구,기타연료,비사업용,3,5,25,1,34
2011,동대문구,기타연료,사업용,0,0,4,0,4
2011,동대문구,엘피지,비사업용,7301,1906,2010,2,11219
2011,동대문구,엘피지,사업용,2561,1,457,0,3019
2011,동대문구,전기,비사업용,1,0,0,0,1
2011,동대문구,하이브리드(LPG+전기),비사업용,69,0,0,0,69
2011,동대문구,하이브리드(휘발유+전기),비사업용,118,0,0,0,118
2011,동대문구,휘발유,비사업용,18826,12,32,0,18870
2011,동대문구,휘발유,사업용,61,0,0,0,61
2011,동대문구,휘발유(무연),비사업용,27401,39,29,0,27469
2011,동대문구,휘발유(무연),사업용,78,0,0,0,78
2011,동대문구,휘발유(유연),비사업용,3,0,0,0,3
2011,중랑구,CNG,비사업용,10,2,22,0,34
2011,중랑구,CNG,사업용,6,401,0,0,407
2011,중랑구,경유,비사업용,16560,3858,10975,37,31430
2011,중랑구,경유,사업용,24,108,2028,170,2330
2011,중랑구,기타연료,비사업용,2,9,17,0,28
2011,중랑구,기타연료,사업용,0,0,4,0,4
2011,중랑구,엘피지,비사업용,9249,2609,2595,0,14453
2011,중랑구,엘피지,사업용,5393,0,525,2,5920
2011,중랑구,전기,비사업용,2,0,0,0,2
