iter	MultiClass
0	0.9414658719
1	0.8198166518
2	0.7217552108
3	0.6436325761
4	0.5753945841
5	0.5164592616
6	0.4677159318
7	0.4243342105
8	0.3852960122
9	0.3514413745
10	0.3210088825
11	0.2944596034
12	0.2704200099
13	0.2491557673
14	0.2296108173
15	0.212948001
16	0.1973942023
17	0.1837438895
18	0.1712617339
19	0.1602179611
20	0.1502715039
21	0.1408077454
22	0.1326414465
23	0.1249186553
24	0.118106062
25	0.111948054
26	0.1067873938
27	0.1012413507
28	0.09674848872
29	0.09269181028
30	0.08863788973
31	0.08495951068
32	0.08144392689
33	0.07824996467
34	0.07566760494
35	0.07327494827
36	0.07075111823
37	0.06891381015
38	0.06699934226
39	0.06519125605
40	0.06366018389
41	0.06202211629
42	0.06084140593
43	0.05944054246
44	0.05836015067
45	0.05726458591
46	0.05647729732
47	0.05532296224
48	0.05483638318
49	0.05400568417
50	0.05321042399
51	0.05281116665
52	0.05210130848
53	0.05156465562
54	0.05065752908
55	0.05011740277
56	0.0495194953
57	0.04936335206
58	0.04920442314
59	0.04870230118
60	0.04825005206
61	0.04781001168
62	0.04753376123
63	0.04726064612
64	0.04695203974
65	0.04683229534
66	0.04641776696
67	0.04613860063
68	0.04575766444
69	0.04564097163
70	0.04547103225
71	0.0452133688
72	0.0449471728
73	0.04478557936
74	0.04436262906
75	0.0441742735
76	0.04373902714
77	0.04356356692
78	0.04342999383
79	0.04332738036
80	0.0430804401
81	0.04285904208
82	0.0425640876
83	0.04248779725
84	0.04237996732
85	0.04207094522
86	0.04196338984
87	0.04172003705
88	0.04109436176
89	0.04094081414
90	0.04075914042
91	0.04054809963
92	0.04042018773
93	0.04029728693
94	0.04004050446
95	0.0399713735
96	0.03977350875
97	0.03962832488
98	0.03946113342
99	0.03932536326
100	0.03851691439
101	0.03827796805
102	0.03811359139
103	0.03802116331
104	0.03786558763
105	0.03782074068
106	0.03713605906
107	0.03707261074
108	0.03687849081
109	0.03656771017
110	0.03639979746
111	0.03633125746
112	0.03624334512
113	0.0361592047
114	0.03605678949
115	0.03580035881
116	0.03504562235
117	0.03497364084
118	0.03471717458
119	0.0345761923
120	0.03449283196
121	0.03430158536
122	0.03422477374
123	0.03405470775
124	0.03399899859
125	0.03372965499
126	0.03362017441
127	0.03345356422
128	0.03335400349
129	0.03318221197
130	0.03305332832
131	0.03297084414
132	0.03293324544
133	0.03277709321
134	0.03265137445
135	0.03255017755
136	0.03243151707
137	0.03234411525
138	0.03225517559
139	0.03205774779
140	0.03197218596
141	0.03193485038
142	0.0318521944
143	0.03174654507
144	0.03166595617
145	0.03155997484
146	0.0315101536
147	0.03140039475
148	0.0312475697
149	0.03114839481
150	0.03108920887
151	0.0310105772
152	0.03095138358
153	0.03033569804
154	0.03021817752
155	0.03014301826
156	0.03003419094
157	0.02997974585
158	0.02992517756
159	0.02985225882
160	0.02971395177
161	0.02966110418
162	0.02958748383
163	0.02944262429
164	0.02937162457
165	0.02929181732
166	0.02917934477
167	0.02910710341
168	0.02903042549
169	0.02899643027
170	0.02893751319
171	0.02888110239
172	0.02881845588
173	0.02864249059
174	0.02859297923
175	0.02850187538
176	0.02846039571
177	0.02839300291
178	0.02835223378
179	0.0282909012
180	0.02825011183
181	0.02811683459
182	0.02806061673
183	0.02798268766
184	0.02794556284
185	0.02786856661
186	0.02781543805
187	0.02750150772
188	0.02741986671
189	0.02734433251
190	0.0272920322
191	0.02724341903
192	0.0271458593
193	0.0270836228
194	0.02700050177
195	0.02689257329
196	0.02682422179
197	0.02658302953
198	0.02653354313
199	0.02649841139
200	0.02643723171
201	0.026397734
202	0.02629269563
203	0.02625600756
204	0.02617954101
205	0.02608846455
206	0.02606066528
207	0.02583322539
208	0.02579108073
209	0.02570778724
210	0.02561936982
211	0.02554980324
212	0.02549222997
213	0.02544350398
214	0.02535917556
215	0.02525604114
216	0.02521118088
217	0.02510788205
218	0.02503412017
219	0.02500382167
220	0.02493652296
221	0.02487604419
222	0.0247789749
223	0.02470833991
224	0.02462027188
225	0.0245920692
226	0.02444759278
227	0.02440249723
228	0.02437310021
229	0.02429846037
230	0.02424648399
231	0.02414549362
232	0.02407696856
233	0.02401434288
234	0.02391507384
235	0.02385474797
236	0.02375991794
237	0.02372885932
238	0.02368385226
239	0.02345657386
240	0.02340954071
241	0.02329346225
242	0.02324738256
243	0.02323172044
244	0.02317784874
245	0.02301218335
246	0.02294387634
247	0.02277285084
248	0.02270113612
249	0.02264784523
250	0.02260266468
251	0.02255702112
252	0.02240556302
253	0.02234604526
254	0.02230920038
255	0.02224551722
256	0.02220247498
257	0.02213623099
258	0.02207663898
259	0.02205821114
260	0.02200004895
261	0.0219751744
262	0.02194862735
263	0.02189729978
264	0.0218588532
265	0.02181914596
266	0.0217887407
267	0.02176040041
268	0.02166912336
269	0.02158749915
270	0.02153219211
271	0.02147034826
272	0.02145729499
273	0.02143289222
274	0.02138504047
275	0.02133074594
276	0.02127526677
277	0.02116532273
278	0.0210968422
279	0.02106140371
280	0.02103399983
281	0.02101776458
282	0.02100656255
283	0.02097716084
284	0.02095209445
285	0.02093838182
286	0.02086314316
287	0.02081586058
288	0.02080159802
289	0.02076363043
290	0.02072169114
291	0.02067061133
292	0.02065667955
293	0.02061069306
294	0.02058875213
295	0.02056247329
296	0.02050413026
297	0.02040615737
298	0.02036130371
299	0.02028732032
300	0.0202527426
301	0.02023123003
302	0.02018191481
303	0.02013613147
304	0.0201137985
305	0.02010062637
306	0.02008507219
307	0.02004833929
308	0.02002294268
309	0.01998678294
310	0.01994857516
311	0.01991174538
312	0.01989244588
313	0.01983357146
314	0.01980311325
315	0.01964207834
316	0.01961765574
317	0.01960435405
318	0.01956784736
319	0.01942977538
320	0.01934396716
321	0.01931907878
322	0.01929055392
323	0.01925037815
324	0.01904199057
325	0.01900414896
326	0.01898339701
327	0.0189637155
328	0.01883849982
329	0.01882004567
330	0.01878876456
331	0.01874745109
332	0.0187261627
333	0.01869956518
334	0.018679729
335	0.01863233529
336	0.0185998645
337	0.01853281668
338	0.01849333808
339	0.01844542362
340	0.01838358367
341	0.01834597525
342	0.01830771759
343	0.01825820838
344	0.01823728947
345	0.01822016704
346	0.01815575373
347	0.01813443348
348	0.01809114127
349	0.01807610592
350	0.01801791642
351	0.01799260214
352	0.01795481382
353	0.01789020742
354	0.01786297449
355	0.01778844151
356	0.01772090451
357	0.01768359955
358	0.01764442455
359	0.01760072496
360	0.01758244757
361	0.01755208344
362	0.01753079573
363	0.01751012719
364	0.01749562748
365	0.01746120678
366	0.01744035947
367	0.01742783066
368	0.01739216908
369	0.0173374061
370	0.01721380408
371	0.01716251262
372	0.01712818574
373	0.01707416714
374	0.01705955115
375	0.01704223081
376	0.01703274997
377	0.01693543219
378	0.01688343847
379	0.0168643864
380	0.01683610817
381	0.01678549804
382	0.0167628148
383	0.01673542533
384	0.01670500744
385	0.01667471454
386	0.01665543525
387	0.0166271069
388	0.016616124
389	0.01660394693
390	0.01658160179
391	0.01656200019
392	0.01654707322
393	0.0165143652
394	0.01647940324
395	0.01644937615
396	0.01641312649
397	0.01635640985
398	0.01633663915
399	0.01631500888
400	0.0162869694
401	0.01626181267
402	0.01623958551
403	0.01620614159
404	0.01618008689
405	0.01615399417
406	0.01613046349
407	0.01604537199
408	0.01602780389
409	0.01600687319
410	0.0159460966
411	0.01591769237
412	0.01589621922
413	0.01585606708
414	0.01582828076
415	0.01578215313
416	0.0157291181
417	0.01568906223
418	0.0156485398
419	0.0156200403
420	0.01560091771
421	0.01555841881
422	0.01554384086
423	0.01550563072
424	0.01547707138
425	0.01544867124
426	0.01538875814
427	0.01535686595
428	0.01532489854
429	0.01530023834
430	0.01525128438
431	0.01523122029
432	0.01517742262
433	0.01515663974
434	0.01512352445
435	0.01507314816
436	0.01501734868
437	0.01494241561
438	0.01489631805
439	0.01487980769
440	0.01484858325
441	0.01481707854
442	0.01479624092
443	0.01478273594
444	0.01473846633
